index	t_on	t_off	pitch_name	pitch_number	velocity
0	0.357143	0.5357145	B4	71	64
1	0.5357145	0.714286	A#4	70	64
2	0.714286	1.071429	B4	71	64
3	1.071429	1.428572	F#4	66	64
4	1.428572	1.5178577500000001	G4	67	64
5	1.5178577500000001	1.6071435	A4	69	64
6	1.6071435	1.785715	G4	67	64
7	1.785715	2.142858	F#4	66	64
8	2.142858	2.500001	B4	71	64
9	2.500001	2.857144	F#4	66	64
10	2.857144	2.94642975	F#4	66	64
11	2.94642975	3.0357155000000002	G4	67	64
12	3.0357155000000002	3.214287	F#4	66	64
13	3.214287	3.57143	E4	64	64
14	3.57143	3.928573	C#5	73	64
15	3.928573	4.285716	E4	64	64
16	4.285716	4.37500175	E4	64	64
17	4.37500175	4.4642875	F#4	66	64
18	4.4642875	4.6428590000000005	E4	64	64
19	4.6428590000000005	4.8214305	D4	62	64
20	4.8214305	5.000002	C#4	61	64
21	5.000002	5.1785735	D4	62	64
22	5.1785735	5.357145	E4	64	64
23	5.357145	5.5357165	F#4	66	64
24	5.5357165	5.714288	E4	64	64
25	5.714288	5.80357375	F#4	66	64
26	5.80357375	5.8928595	E4	64	64
27	5.8928595	6.2500025	F#4	66	64
28	6.607145500000001	6.785717	A4	69	64
29	6.785717	6.9642885	G#4	68	64
30	6.9642885	7.14286	A4	69	64
31	7.14286	7.3214315	B4	71	64
32	7.3214315	7.500003	C#5	73	64
33	7.500003	7.6785745	B4	71	64
34	7.6785745	7.857146	G#4	68	64
35	7.857146	8.0357175	A4	69	64
36	8.0357175	8.214289	B4	71	64
37	8.214289	8.3928605	A4	69	64
38	8.3928605	8.571432	F#4	66	64
39	8.571432	8.7500035	G#4	68	64
40	8.7500035	8.928575	A4	69	64
41	8.928575	9.1071465	G#4	68	64
42	9.1071465	9.285718000000001	F#4	66	64
43	9.285718000000001	9.4642895	F4	65	64
44	9.4642895	9.642861	G#4	68	64
45	9.642861	9.8214325	F#4	66	64
46	9.8214325	10.000004	F4	65	64
47	10.000004	10.357147	C#5	73	64
48	10.357147	10.5357185	F#4	66	64
49	10.5357185	10.71429	F4	65	64
50	10.71429	10.8928615	F#4	66	64
51	10.8928615	11.071433	A4	69	64
52	11.071433	11.250004500000001	G#4	68	64
53	11.250004500000001	11.428576	B4	71	64
54	11.428576	11.6071475	A4	69	64
55	11.6071475	11.785719	B4	71	64
56	11.785719	11.9642905	C#5	73	64
57	11.9642905	12.142862000000001	D5	74	64
58	12.142862000000001	12.232147750000001	G#4	68	64
59	12.232147750000001	12.3214335	A4	69	64
60	12.3214335	12.6785765	G#4	68	64
61	12.6785765	12.857148	F#4	66	64
62	12.857148	13.214291000000001	F#4	66	64
63	13.214291000000001	13.3928625	F#5	78	64
64	13.3928625	13.571434	F5	77	64
65	13.571434	13.928577	F#5	78	64
66	13.928577	14.28572	C#5	73	64
67	14.28572	14.37500575	D5	74	64
68	14.37500575	14.4642915	E5	76	64
69	14.4642915	14.642863	D5	74	64
70	14.642863	15.000006	C#5	73	64
71	15.000006	15.357149	F#5	78	64
72	15.357149	15.714292	C#5	73	64
73	15.714292	15.80357775	C#5	73	64
74	15.80357775	15.8928635	D5	74	64
75	15.8928635	16.071435	C#5	73	64
76	16.071435	16.428578	B4	71	64
77	16.428578	16.785721	G#5	80	64
78	16.785721	17.142864	B4	71	64
79	17.142864	17.23214975	B4	71	64
80	17.23214975	17.3214355	C#5	73	64
81	17.3214355	17.500007	B4	71	64
82	17.500007	17.6785785	A4	69	64
83	17.6785785	17.85715	G#4	68	64
84	17.85715	18.0357215	A4	69	64
85	18.0357215	18.214293	B4	71	64
86	18.214293	18.3928645	A4	69	64
87	18.3928645	18.571436000000002	F4	65	64
88	18.571436000000002	18.928579	F#4	66	64
89	18.928579	19.1071505	F#5	78	64
90	19.1071505	19.285722	E5	76	64
91	19.285722	19.642865	F#5	78	64
92	19.642865	20.000008	C#5	73	64
93	20.000008	20.1785795	D5	74	64
94	20.1785795	20.357151	E5	76	64
95	20.357151	20.535722500000002	D5	74	64
96	20.535722500000002	20.714294	B4	71	64
97	20.714294	20.8928655	E5	76	64
98	20.8928655	21.071437	B4	71	64
99	21.071437	21.2500085	F#5	78	64
100	21.2500085	21.42858	B4	71	64
101	21.42858	21.6071515	G5	79	64
102	21.6071515	21.785723	A5	81	64
103	21.785723	21.9642945	G5	79	64
104	21.9642945	22.142866	E5	76	64
105	22.142866	22.321437500000002	A5	81	64
106	22.321437500000002	22.500009000000002	E5	76	64
107	22.500009000000002	22.6785805	B5	83	64
108	22.6785805	22.857152	D5	74	64
109	22.857152	23.0357235	C#5	73	64
110	23.0357235	23.214295	D5	74	64
111	23.214295	23.3928665	C#5	73	64
112	23.3928665	23.571438	A4	69	64
113	23.571438	23.7500095	D5	74	64
114	23.7500095	23.928581	A4	69	64
115	23.928581	24.1071525	E5	76	64
116	24.1071525	24.285724000000002	A4	69	64
117	24.285724000000002	24.464295500000002	F#5	78	64
118	24.464295500000002	24.642867	G5	79	64
119	24.642867	24.8214385	F#5	78	64
120	24.8214385	25.00001	D5	74	64
121	25.00001	25.1785815	G5	79	64
122	25.1785815	25.357153	D5	74	64
123	25.357153	25.5357245	A5	81	64
124	25.5357245	25.714296	D5	74	64
125	25.714296	25.8928675	B5	83	64
126	25.8928675	26.071439	C6	84	64
127	26.071439	26.250010500000002	B5	83	64
128	26.250010500000002	26.428582000000002	E5	76	64
129	26.428582000000002	26.6071535	A5	81	64
130	26.6071535	26.785725	B5	83	64
131	26.785725	26.9642965	A5	81	64
132	26.9642965	27.142868	D5	74	64
133	27.142868	27.3214395	G5	79	64
134	27.3214395	27.500011	A5	81	64
135	27.500011	27.6785825	G5	79	64
136	27.6785825	27.857154	C#5	73	64
137	27.857154	28.0357255	F#5	78	64
138	28.0357255	28.214297000000002	G5	79	64
139	28.214297000000002	28.392868500000002	F#5	78	64
140	28.392868500000002	28.57144	D5	74	64
141	28.57144	28.928583	E5	76	64
142	28.928583	28.988106833333333	G4	67	64
143	28.988106833333333	29.047630666666667	A4	69	64
144	29.047630666666667	29.1071545	G4	67	64
145	29.1071545	29.285726	F#4	66	64
146	29.285726	29.642869	G4	67	64
147	29.642869	30.000012	E5	76	64
148	30.000012	30.357155000000002	F#4	66	64
149	30.357155000000002	30.714298	D5	74	64
150	30.714298	31.071441	E4	64	64
151	31.071441	31.428584	C#5	73	64
152	31.428584	31.785727	D5	74	64
153	32.3214415	32.500013	F#4	66	64
154	32.500013	32.6785845	E4	64	64
155	32.6785845	32.857156	F#4	66	64
156	32.857156	33.0357275	G4	67	64
157	33.0357275	33.214299000000004	A4	69	64
158	33.214299000000004	33.3928705	G4	67	64
159	33.3928705	33.571442	E4	64	64
160	33.571442	33.7500135	F#4	66	64
161	33.7500135	33.928585	G4	67	64
162	33.928585	34.1071565	F#4	66	64
163	34.1071565	34.285728	D4	62	64
164	34.285728	34.4642995	E4	64	64
165	34.4642995	34.642871	F#4	66	64
166	34.642871	34.8214425	E4	64	64
167	34.8214425	35.000014	D4	62	64
168	35.000014	35.178585500000004	C#4	61	64
169	35.178585500000004	35.357157	E4	64	64
170	35.357157	35.5357285	D4	62	64
171	35.5357285	35.7143	C#4	61	64
172	35.7143	36.071443	D4	62	64
173	36.071443	36.428586	A4	69	64
174	36.428586	36.6071575	D5	74	64
175	36.6071575	36.785729	C#5	73	64
176	36.785729	36.9643005	B4	71	64
177	36.9643005	37.142872000000004	D5	74	64
178	37.142872000000004	37.3214435	C#5	73	64
179	37.3214435	37.500015	B4	71	64
180	37.500015	37.6785865	A4	69	64
181	37.6785865	37.857158	G#4	68	64
182	37.857158	38.214301	A4	69	64
183	38.214301	38.571444	E4	64	64
184	38.571444	38.66072975	F#4	66	64
185	38.66072975	38.7500155	G4	67	64
186	38.7500155	38.928587	F#4	66	64
187	38.928587	39.28573	E4	64	64
188	39.28573	39.642873	A4	69	64
189	39.642873	40.000016	E4	64	64
190	40.000016	40.089301750000004	E4	64	64
191	40.089301750000004	40.1785875	F#4	66	64
192	40.1785875	40.357159	E4	64	64
193	40.357159	40.714302	D4	62	64
194	40.714302	41.071445000000004	B4	71	64
195	41.071445000000004	41.428588	D4	62	64
196	41.428588	41.51787375	D4	62	64
197	41.51787375	41.6071595	E4	64	64
198	41.6071595	41.785731	D4	62	64
199	41.785731	41.9643025	C#4	61	64
200	41.9643025	42.142874	B3	59	64
201	42.142874	42.3214455	C#4	61	64
202	42.3214455	42.500017	D#4	63	64
203	42.500017	42.678588500000004	E4	64	64
204	42.678588500000004	42.85716	D#4	63	64
205	42.85716	43.035731500000004	A4	69	64
206	43.035731500000004	43.214303	F#4	66	64
207	43.214303	43.3928745	G4	67	64
208	43.3928745	43.571446	A4	69	64
209	43.571446	43.7500175	G#4	68	64
210	43.7500175	43.928589	A#4	70	64
211	43.928589	44.1071605	B4	71	64
212	44.1071605	44.285732	A#4	70	64
213	44.285732	44.4643035	E5	76	64
214	44.4643035	44.642875000000004	C#5	73	64
215	44.642875000000004	44.8214465	D5	74	64
216	44.8214465	45.000018000000004	E5	76	64
217	45.000018000000004	45.1785895	D#5	75	64
218	45.1785895	45.357161	F5	77	64
219	45.357161	45.5357325	F#5	78	64
220	45.5357325	45.714304	F5	77	64
221	45.714304	45.8928755	B5	83	64
222	45.8928755	46.071447	G#5	80	64
223	46.071447	46.2500185	A5	81	64
224	46.2500185	46.42859	B4	71	64
225	46.42859	46.607161500000004	C#5	73	64
226	46.607161500000004	46.785733	D#5	75	64
227	46.785733	46.964304500000004	E5	76	64
228	46.964304500000004	47.142876	D#5	75	64
229	47.142876	47.3214475	A5	81	64
230	47.3214475	47.500019	F#5	78	64
231	47.500019	47.6785905	G5	79	64
232	47.6785905	47.857162	A4	69	64
233	47.857162	48.0357335	B4	71	64
234	48.0357335	48.214305	C#5	73	64
235	48.214305	48.3928765	D5	74	64
236	48.3928765	48.571448000000004	C#5	73	64
237	48.571448000000004	48.7500195	G5	79	64
238	48.7500195	48.928591000000004	E5	76	64
239	48.928591000000004	49.1071625	F#5	78	64
240	49.1071625	49.285734	C#5	73	64
241	49.285734	49.4643055	D5	74	64
242	49.4643055	49.642877	E5	76	64
243	49.642877	49.8214485	F#5	78	64
244	49.8214485	50.00002	D5	74	64
245	50.00002	50.1785915	E5	76	64
246	50.1785915	50.357163	F#5	78	64
247	50.357163	50.535734500000004	E5	76	64
248	50.535734500000004	50.714306	C#5	73	64
249	50.714306	50.892877500000004	D5	74	64
250	50.892877500000004	51.071449	E5	76	64
251	51.071449	51.2500205	D5	74	64
252	51.2500205	51.428592	B4	71	64
253	51.428592	51.6071635	C#5	73	64
254	51.6071635	51.785735	D5	74	64
255	51.785735	51.9643065	C#5	73	64
256	51.9643065	52.142878	B4	71	64
257	52.142878	52.3214495	A#4	70	64
258	52.3214495	52.500021000000004	B4	71	64
259	52.500021000000004	52.6785925	C#5	73	64
260	52.6785925	52.857164000000004	A#4	70	64
261	52.857164000000004	53.214307	F#4	66	64
262	53.214307	53.3928785	B4	71	64
263	53.3928785	53.57145	A#4	70	64
264	53.57145	53.928593	B4	71	64
265	53.928593	54.285736	F#4	66	64
266	54.285736	54.37502175	G4	67	64
267	54.37502175	54.464307500000004	A4	69	64
268	54.464307500000004	54.642879	G4	67	64
269	54.642879	55.000022	F#4	66	64
270	55.000022	55.357165	B4	71	64
271	55.357165	55.714308	F#4	66	64
272	55.714308	55.803593750000005	F#4	66	64
273	55.803593750000005	55.8928795	G4	67	64
274	55.8928795	56.071451	F#4	66	64
275	56.071451	56.428594000000004	E4	64	64
276	56.428594000000004	56.785737000000005	C#5	73	64
277	56.785737000000005	57.14288	E4	64	64
278	57.14288	57.23216575	E4	64	64
279	57.23216575	57.3214515	F#4	66	64
280	57.3214515	57.500023	E4	64	64
281	57.500023	57.6785945	D4	62	64
282	57.6785945	57.857166	C#4	61	64
283	57.857166	58.0357375	D4	62	64
284	58.0357375	58.214309	F#4	66	64
285	58.214309	58.392880500000004	E4	64	64
286	58.392880500000004	58.571452	G4	67	64
287	58.571452	59.1071665	F#4	66	64
288	59.1071665	59.285738	D5	74	64
289	59.285738	59.375023750000004	A#4	70	64
290	59.375023750000004	59.4643095	B4	71	64
291	59.4643095	59.8214525	A#4	70	64
292	59.8214525	59.97026208333333	B4	71	64
293	60.000024	62.857168	B4	71	64
