index	t_on	t_off	pitch_name	pitch_number	velocity
0	0.0	0.151515	G4	67	64
1	0.151515	0.30303	B4	71	64
2	0.30303	0.45454500000000003	D5	74	64
3	0.45454500000000003	0.60606	B4	71	64
4	0.60606	0.757575	G4	67	64
5	0.757575	0.9090900000000001	D5	74	64
6	0.9090900000000001	1.060605	B4	71	64
7	1.060605	1.21212	G4	67	64
8	1.21212	1.3636350000000002	G5	79	64
9	1.3636350000000002	1.4393925	F#5	78	64
10	1.4393925	1.51515	G5	79	56
11	1.51515	1.666665	F#5	78	64
12	1.666665	1.8181800000000001	D5	74	64
13	1.8181800000000001	1.9696950000000002	A5	81	64
14	1.9696950000000002	2.12121	F#5	78	64
15	2.12121	2.2727250000000003	D5	74	64
16	2.2727250000000003	2.42424	A5	81	64
17	2.42424	2.575755	F#5	78	64
18	2.575755	2.7272700000000003	D5	74	64
19	2.7272700000000003	2.878785	G5	79	64
20	2.878785	3.0303	D5	74	64
21	3.0303	3.1818150000000003	B4	71	64
22	3.1818150000000003	3.33333	F5	77	64
23	3.33333	3.4848450000000004	D5	74	64
24	3.4848450000000004	3.6363600000000003	B4	71	64
25	3.6363600000000003	3.787875	F5	77	64
26	3.787875	3.9393900000000004	D5	74	64
27	3.9393900000000004	4.090905	B4	71	64
28	4.090905	4.24242	E5	76	64
29	4.24242	4.393935	C5	72	64
30	4.393935	4.545450000000001	A4	69	64
31	4.545450000000001	4.6969650000000005	F#4	66	64
32	4.6969650000000005	4.84848	A4	69	64
33	4.84848	4.999995	C5	72	64
34	4.999995	5.15151	E5	76	64
35	5.15151	5.303025	D5	74	64
36	5.303025	5.454540000000001	C5	72	64
37	5.454540000000001	5.6060550000000005	D5	74	64
38	5.6060550000000005	5.75757	B4	71	64
39	5.75757	5.909085	G4	67	64
40	5.909085	6.0606	E4	64	64
41	6.0606	6.212115000000001	G4	67	64
42	6.212115000000001	6.363630000000001	B4	71	64
43	6.363630000000001	6.515145	D5	74	64
44	6.515145	6.66666	C5	72	64
45	6.66666	6.818175	B4	71	64
46	6.818175	6.969690000000001	C5	72	64
47	6.969690000000001	7.121205000000001	A4	69	64
48	7.121205000000001	7.2727200000000005	F#4	66	64
49	7.2727200000000005	7.424235	D4	62	64
50	7.424235	7.57575	F#4	66	64
51	7.57575	7.727265	A4	69	64
52	7.727265	7.878780000000001	C5	72	64
53	7.878780000000001	8.030295	B4	71	64
54	8.030295	8.18181	A4	69	64
55	8.18181	8.333325	B4	71	64
56	8.333325	8.48484	C5	72	64
57	8.48484	8.636355	D5	74	64
58	8.636355	8.78787	E5	76	64
59	8.78787	8.939385	B4	71	64
60	8.939385	9.090900000000001	G5	79	64
61	9.090900000000001	9.242415000000001	E5	76	64
62	9.242415000000001	9.393930000000001	B4	71	64
63	9.393930000000001	9.545445	G5	79	64
64	9.545445	9.69696	A4	69	64
65	9.69696	9.848475	B4	71	64
66	9.848475	9.99999	C#5	73	64
67	9.99999	10.151505	D5	74	64
68	10.151505	10.30302	A4	69	64
69	10.30302	10.454535	F#5	78	64
70	10.454535	10.60605	D5	74	64
71	10.60605	10.757565000000001	A4	69	64
72	10.757565000000001	10.909080000000001	F#5	78	64
73	10.909080000000001	10.984837500000001	G4	67	64
74	10.984837500000001	11.060595000000001	F#4	66	56
75	11.060595000000001	11.51514	G4	67	64
76	11.51514	11.666655	A4	69	64
77	11.666655	11.81817	G4	67	64
78	11.81817	11.969685	F#4	66	64
79	11.969685	12.1212	G4	67	64
80	12.1212	12.272715000000002	E4	64	64
81	12.272715000000002	12.424230000000001	F#4	66	64
82	12.424230000000001	12.575745000000001	G4	67	64
