index	t_on	t_off	pitch_name	pitch_number	velocity
137	29.55	29.7	D5	74	64
138	29.7	29.85	D#5	75	64
139	29.85	30.0	D5	74	64
140	30.0	30.150000000000002	C5	72	64
141	30.150000000000002	30.3	A#4	70	64
142	30.3	30.45	G#4	68	64
143	30.45	30.6	G4	67	64
144	30.6	30.900000000000002	F4	65	64
145	30.900000000000002	31.35	D5	74	64
146	31.35	31.5	D#5	75	64
147	31.5	31.650000000000002	F5	77	64
148	31.650000000000002	31.8	D#5	75	64
149	31.8	31.95	D5	74	64
150	31.95	32.1	C5	72	64
151	32.1	32.25	B4	71	64
152	32.25	32.4	A4	69	64
153	32.4	32.55	G4	67	64
154	32.55	32.7	A4	69	64
155	32.7	32.85	B4	71	64
156	32.85	33.0	C5	72	64
157	33.0	33.15	D5	74	64
158	33.15	33.3	D#5	75	64
159	33.3	33.45	F5	77	64
160	33.45	33.6	D5	74	64
161	33.6	33.75	C5	72	64
162	33.75	33.9	B4	71	64
163	33.9	34.05	C5	72	64
164	34.05	34.2	B4	71	64
165	34.2	34.925000000000004	G5	79	64
166	34.95	35.1	F5	77	64
167	35.1	35.25	D#5	75	64
168	35.25	35.4	D5	74	64
169	35.4	36.125	C5	72	64
170	36.15	36.300000000000004	A#4	70	64
171	36.300000000000004	36.45	A4	69	64
172	36.45	36.6	G4	67	64
173	36.6	36.9	A4	69	64
174	36.9	37.2	F4	65	64
175	37.2	37.925000000000004	D#5	75	64
176	37.95	38.1	C#5	73	64
177	38.1	38.25	C5	72	64
178	38.25	38.4	C#5	73	64
179	38.4	38.550000000000004	D#5	75	64
180	38.550000000000004	38.7	F#5	78	64
181	38.7	38.85	F5	77	64
182	38.85	39.0	D#5	75	64
183	39.0	39.15	C#5	73	64
184	39.15	39.300000000000004	C5	72	64
185	39.300000000000004	39.45	A#4	70	64
186	39.45	39.6	G#4	68	64
187	39.6	39.9	G4	67	64
188	39.9	40.35	A#5	82	64
189	40.35	40.5	G#5	80	64
190	40.5	40.65	G5	79	64
191	40.65	40.800000000000004	F5	77	64
192	40.800000000000004	40.95	D#5	75	64
193	40.95	41.1	C#5	73	64
194	41.1	41.25	C5	72	64
195	41.25	41.4	A#4	70	64
196	41.4	41.7	G#4	68	64
197	41.7	42.0	C5	72	64
198	42.0	42.300000000000004	D#5	75	64
199	42.300000000000004	42.6	G5	79	64
200	42.6	43.325	G#5	80	64
201	43.35	43.5	G5	79	64
202	43.5	43.65	F5	77	64
203	43.65	43.800000000000004	D#5	75	64
204	43.800000000000004	43.95	C#5	73	64
205	43.95	44.1	A#4	70	64
206	44.1	44.4	G#5	80	64
207	44.4	45.125	G5	79	64
208	45.15	45.300000000000004	F5	77	64
209	45.300000000000004	45.45	D#5	75	64
210	45.45	45.6	C#5	73	64
211	45.6	45.75	C5	72	64
212	45.75	45.9	G#4	68	64
213	45.9	46.2	F#5	78	64
214	46.2	46.925000000000004	F5	77	64
215	46.95	47.1	D#5	75	64
216	47.1	47.25	C#5	73	64
217	47.25	47.4	C5	72	64
218	47.4	47.550000000000004	A#4	70	64
219	47.550000000000004	47.7	G#4	68	64
220	47.7	47.85	G4	67	64
221	47.85	48.0	G#4	68	64
222	48.0	48.725	A#4	70	64
223	48.75	48.9	G#4	68	64
224	48.9	49.050000000000004	G4	67	64
225	49.050000000000004	49.2	F4	65	64
226	49.2	49.35	E4	64	64
227	49.35	49.5	F4	65	64
228	49.5	49.65	G4	67	64
229	49.65	49.800000000000004	G#4	68	64
230	49.800000000000004	49.95	A#4	70	64
231	49.95	50.1	C5	72	64
232	50.1	50.25	C#5	73	64
233	50.25	50.4	A#4	70	64
234	50.4	50.550000000000004	C5	72	64
235	50.550000000000004	50.7	A#4	70	64
236	50.7	50.85	G#4	68	64
237	50.85	51.0	G4	67	64
238	51.0	51.300000000000004	G#4	68	64
239	51.300000000000004	51.6	F4	65	64
240	51.6	52.325	C#5	73	64
241	52.35	52.5	C5	72	64
242	52.5	52.65	A#4	70	64
243	52.65	52.800000000000004	A4	69	64
244	52.800000000000004	53.1	A#4	70	64
245	53.1	53.4	G4	67	64
246	53.4	54.125	E5	76	64
247	54.15	54.300000000000004	F5	77	64
248	54.300000000000004	54.45	G5	79	64
249	54.45	54.6	G#5	80	64
250	54.6	54.9	A#5	82	64
251	54.9	55.050000000000004	G5	79	64
252	55.050000000000004	55.2	E5	76	64
253	55.2	55.5	C#5	73	64
254	55.5	55.800000000000004	C5	72	64
255	55.800000000000004	55.95	A#4	70	64
256	55.95	56.1	G#4	68	64
257	56.1	56.25	G4	67	64
258	56.25	56.4	G#4	68	64
259	56.4	56.550000000000004	A#4	70	64
260	56.550000000000004	56.7	C#5	73	64
261	56.7	56.85	C5	72	64
262	56.85	57.0	A#4	70	64
263	57.0	57.15	G#4	68	64
264	57.15	57.300000000000004	G4	67	64
265	57.300000000000004	57.45	F4	65	64
266	57.45	57.6	E4	64	64
267	57.6	58.050000000000004	C5	72	64
268	58.050000000000004	58.2	C#5	73	64
269	58.2	58.2825	G4	67	56
270	58.275	58.3575	G#4	68	56
271	58.35	58.432500000000005	G4	67	56
272	58.425000000000004	58.5075	G#4	68	57
273	58.5	58.5825	G4	67	57
274	58.575	58.6575	G#4	68	58
275	58.65	58.7325	G4	67	58
276	58.725	58.807500000000005	G#4	68	58
277	58.800000000000004	59.13	G4	67	59
278	59.1	59.375	F4	65	64
279	59.4	61.2	F4	65	64
