index	t_on	t_off	pitch_name	pitch_number	velocity
177	52.5	52.625	D#5	75	64
178	52.625	52.75	F5	77	64
179	52.75	53.0	G5	79	64
180	53.0	53.25	C5	72	64
181	53.25	53.375	D#5	75	64
182	53.375	53.5	D5	74	64
183	53.5	53.625	C5	72	64
184	53.625	53.75	D5	74	64
185	53.75	54.0	D#5	75	64
186	54.0	54.25	A4	69	64
187	54.25	54.375	C5	72	64
188	54.375	54.5	D5	74	64
189	54.5	54.625	D#5	75	64
190	54.625	54.75	D5	74	64
191	54.75	55.0	C5	72	64
192	55.0	55.25	F5	77	64
193	55.25	55.375	G#4	68	64
194	55.375	55.5	G4	67	64
195	55.5	55.625	F4	65	64
196	55.625	55.75	G4	67	64
197	55.75	56.0	G#4	68	64
198	56.0	56.25	G4	67	64
199	56.25	56.375	A#4	70	64
200	56.375	56.5	C5	72	64
201	56.5	56.625	D5	74	64
202	56.625	56.75	C5	72	64
203	56.75	57.0	A#4	70	64
204	57.0	57.25	D#5	75	64
205	57.25	57.375	G4	67	64
206	57.375	57.5	F4	65	64
207	57.5	57.625	D#4	63	64
208	57.625	57.75	F4	65	64
209	57.75	58.0	G4	67	64
210	58.0	58.25	D#4	63	64
211	58.25	58.375	A4	69	64
212	58.375	58.5	A#4	70	64
213	58.5	58.625	C5	72	64
214	58.625	58.75	A#4	70	64
215	58.75	59.0	A4	69	64
216	59.0	59.25	D5	74	64
217	59.25	59.375	F4	65	64
218	59.375	59.5	D#4	63	64
219	59.5	59.625	D4	62	64
220	59.625	59.75	D#4	63	64
221	59.75	60.0	F4	65	64
222	60.0	60.25	D#4	63	64
223	60.25	60.375	G4	67	64
224	60.375	60.5	A4	69	64
225	60.5	60.625	A#4	70	64
226	60.625	60.75	A4	69	64
227	60.75	61.0	G4	67	64
228	61.0	61.25	C5	72	64
229	61.25	61.375	D#4	63	64
230	61.375	61.5	D4	62	64
231	61.5	61.625	C4	60	64
232	61.625	61.75	D4	62	64
233	61.75	62.0	D#4	63	64
234	62.0	62.5	D4	62	64
235	63.25	63.375	A#4	70	64
236	63.375	63.5	C5	72	64
237	63.5	63.625	D5	74	64
238	63.625	63.75	C5	72	64
239	63.75	64.0	A#4	70	64
240	64.0	64.25	F5	77	64
241	64.25	64.5	D5	74	64
242	64.5	64.75	A#5	82	64
243	64.75	65.0	F5	77	64
244	65.0	65.25	D5	74	64
245	65.25	65.375	F5	77	64
246	65.375	65.5	D#5	75	64
247	65.5	65.625	D5	74	64
248	65.625	65.75	D#5	75	64
249	65.75	66.0	F5	77	64
250	66.0	66.25	A#4	70	64
251	66.25	66.5	D#5	75	64
252	66.5	66.75	A#4	70	64
253	66.75	67.0	D#5	75	64
254	67.0	67.25	G4	67	64
255	67.25	67.375	D#4	63	64
256	67.375	67.5	F4	65	64
257	67.5	67.625	G4	67	64
258	67.625	67.75	F4	65	64
259	67.75	68.0	D#4	63	64
260	68.0	68.25	A#4	70	64
261	68.25	68.5	G4	67	64
262	68.5	68.75	D#5	75	64
263	68.75	69.0	A#4	70	64
264	69.0	69.25	G4	67	64
265	69.25	69.375	A#4	70	64
266	69.375	69.5	G#4	68	64
267	69.5	69.625	G4	67	64
268	69.625	69.75	G#4	68	64
269	69.75	70.0	A#4	70	64
270	70.0	70.5	D#4	63	64
271	70.5	71.25	D#5	75	64
272	71.25	71.375	D#5	75	64
273	71.375	71.5	D5	74	64
274	71.5	71.625	C5	72	64
275	71.625	71.75	D5	74	64
276	71.75	72.0	D#5	75	64
277	72.0	72.5	F4	65	64
278	72.5	73.25	D#5	75	64
279	73.25	73.375	C5	72	64
280	73.375	73.5	D5	74	64
281	73.5	73.625	D#5	75	64
282	73.625	73.75	D5	74	64
283	73.75	74.0	C5	72	64
284	74.0	74.25	F5	77	64
285	74.25	74.375	D5	74	64
286	74.375	74.5	C5	72	64
287	74.5	74.625	A#4	70	64
288	74.625	74.75	C5	72	64
289	74.75	75.0	D5	74	64
290	75.0	75.25	F4	65	64
291	75.25	75.5	A#4	70	64
292	75.5	75.75	C5	72	64
293	75.75	76.0	A4	69	64
294	76.0	78.0	A#4	70	64
