index	t_on	t_off	pitch_name	pitch_number	velocity
0	0.0	0.06818187499999999	A4	69	64
1	0.06818187499999999	0.13636374999999998	G#4	68	56
2	0.13636374999999998	0.5227277083333333	A4	69	64
3	0.5454549999999999	0.8181824999999999	A4	69	64
4	0.8181824999999999	0.8863643749999999	A4	69	64
5	0.8863643749999999	0.9545462499999999	G#4	68	56
6	0.9545462499999999	1.340910208333333	A4	69	64
7	1.3636374999999998	1.6363649999999998	A4	69	64
8	1.6363649999999998	1.7272741666666664	B4	71	64
9	1.7272741666666664	1.8363651666666665	A4	69	48
10	1.818183333333333	1.927274333333333	B4	71	49
11	1.9090924999999999	2.0181834999999997	C#5	73	50
12	2.0000016666666665	2.1090926666666663	B4	71	51
13	2.090910833333333	2.200001833333333	C#5	73	52
14	2.1818199999999996	2.290911	B4	71	53
15	2.2727291666666662	2.3818201666666665	C#5	73	53
16	2.363638333333333	2.472729333333333	B4	71	54
17	2.4545475	2.5636384999999997	C#5	73	55
18	2.5454566666666665	2.6545476666666663	B4	71	56
19	2.636365833333333	2.745456833333333	C#5	73	57
20	2.7272749999999997	2.8363659999999995	B4	71	58
21	2.8181841666666663	2.927275166666666	C#5	73	59
22	2.909093333333333	3.018184333333333	B4	71	60
23	3.0000024999999995	3.1090934999999997	C#5	73	61
24	3.0909116666666665	3.2000026666666663	B4	71	62
25	3.181820833333333	3.290911833333333	C#5	73	63
26	3.2727299999999997	3.4090937499999994	B4	71	64
27	3.4090937499999994	3.5454574999999995	A4	69	64
28	3.5454574999999995	3.6818212499999996	G#4	68	64
29	3.6818212499999996	3.8181849999999997	A4	69	64
30	3.8181849999999997	3.9545487499999994	B4	71	64
31	3.9545487499999994	4.090912499999999	C#5	73	64
32	4.090912499999999	4.227276249999999	D5	74	64
33	4.227276249999999	4.363639999999999	C#5	73	64
34	4.363639999999999	4.500003749999999	D5	74	64
35	4.500003749999999	4.6363674999999995	F#5	78	64
36	4.6363674999999995	4.77273125	E5	76	64
37	4.77273125	4.909095	D5	74	64
38	4.909095	5.045458749999999	C#5	73	64
39	5.045458749999999	5.181822499999999	A4	69	64
40	5.181822499999999	5.318186249999999	C#5	73	64
41	5.318186249999999	5.454549999999999	E5	76	64
42	5.454549999999999	5.5909137499999995	A5	81	64
43	5.5909137499999995	5.7272775	F#5	78	64
44	5.7272775	5.86364125	D#5	75	64
45	5.86364125	6.000004999999999	B4	71	64
46	6.000004999999999	6.136368749999999	D#5	75	64
47	6.136368749999999	6.272732499999999	F#5	78	64
48	6.272732499999999	6.409096249999999	A5	81	64
49	6.409096249999999	6.545459999999999	F#5	78	64
50	6.545459999999999	6.6818237499999995	G#5	80	64
51	6.6818237499999995	6.818187499999999	A5	81	64
52	6.818187499999999	6.954551249999999	G#5	80	64
53	6.954551249999999	7.090914999999999	F#5	78	64
54	7.090914999999999	7.227278749999999	E5	76	64
55	7.227278749999999	7.363642499999999	D#5	75	64
56	7.363642499999999	7.500006249999999	C#5	73	64
57	7.500006249999999	7.636369999999999	D#5	75	64
58	7.636369999999999	7.772733749999999	E5	76	64
59	7.772733749999999	7.909097499999999	D#5	75	64
60	7.909097499999999	8.045461249999999	C#5	73	64
61	8.045461249999999	8.181824999999998	B4	71	64
62	8.181824999999998	8.31818875	A4	69	64
63	8.31818875	8.454552499999998	C#5	73	64
64	8.454552499999998	8.59091625	E5	76	64
65	8.59091625	8.727279999999999	C#5	73	64
66	8.727279999999999	8.86364375	A4	69	64
67	8.86364375	9.000007499999999	C#5	73	64
68	9.000007499999999	9.136371249999998	F#4	66	64
69	9.136371249999998	9.272734999999999	A4	69	64
70	9.272734999999999	9.409098749999998	C#5	73	64
71	9.409098749999998	9.5454625	A4	69	64
72	9.5454625	9.681826249999999	F#4	66	64
73	9.681826249999999	9.81819	A4	69	64
74	9.81819	10.090917499999998	D#4	63	64
75	10.090917499999998	10.363644999999998	F#4	66	64
76	10.363644999999998	10.636372499999998	D#4	63	64
77	10.636372499999998	10.77273625	B3	59	64
78	10.77273625	10.909099999999999	D#4	63	64
79	10.909099999999999	11.045463749999998	F#4	66	64
80	11.045463749999998	11.181827499999999	A4	69	64
81	11.181827499999999	11.318191249999998	G#4	68	64
82	11.318191249999998	11.454555	F#4	66	64
83	11.454555	11.590918749999998	E4	64	64
84	11.590918749999998	11.7272825	G#4	68	64
85	11.7272825	11.863646249999999	B4	71	64
86	11.863646249999999	12.000009999999998	E5	76	64
87	12.000009999999998	12.136373749999999	B4	71	64
88	12.136373749999999	12.272737499999998	G#4	68	64
89	12.272737499999998	12.818192499999999	E4	64	64
90	13.090919999999999	13.159101874999998	E5	76	64
91	13.159101874999998	13.227283749999998	D#5	75	56
92	13.227283749999998	13.613647708333332	E5	76	64
93	13.636374999999997	13.909102499999998	E5	76	64
94	13.909102499999998	13.977284374999998	E5	76	64
95	13.977284374999998	14.045466249999999	D#5	75	56
96	14.045466249999999	14.43183020833333	E5	76	64
97	14.454557499999998	14.727284999999998	E5	76	64
98	14.727284999999998	14.863648749999998	E5	76	64
99	14.863648749999998	15.000012499999999	A5	81	64
100	15.000012499999999	15.136376249999998	E5	76	64
101	15.136376249999998	15.272739999999999	C#5	73	64
102	15.272739999999999	15.409103749999998	A4	69	64
103	15.409103749999998	15.545467499999997	C#5	73	64
104	15.545467499999997	15.681831249999998	E5	76	64
105	15.681831249999998	15.818194999999998	A5	81	64
106	15.818194999999998	15.954558749999999	E5	76	64
107	15.954558749999999	16.090922499999998	C#5	73	64
108	16.090922499999998	16.22728625	A4	69	64
109	16.22728625	16.363649999999996	C#5	73	64
110	16.363649999999996	16.431831874999997	D5	74	64
111	16.431831874999997	16.500013749999997	C#5	73	56
112	16.500013749999997	16.88637770833333	D5	74	64
113	16.909104999999997	17.1818325	D5	74	64
114	17.1818325	17.250014375	D5	74	64
115	17.250014375	17.318196249999996	C#5	73	56
116	17.318196249999996	17.70456020833333	D5	74	64
117	17.7272875	18.000014999999998	D5	74	64
118	18.000014999999998	18.13637875	D5	74	64
119	18.13637875	18.272742499999996	B5	83	64
120	18.272742499999996	18.409106249999997	G#5	80	64
121	18.409106249999997	18.545469999999998	D5	74	64
122	18.545469999999998	18.68183375	B4	71	64
123	18.68183375	18.818197499999997	D5	74	64
124	18.818197499999997	18.954561249999998	G#5	80	64
125	18.954561249999998	19.090925	B5	83	64
126	19.090925	19.227288749999996	G#5	80	64
127	19.227288749999996	19.363652499999997	D5	74	64
128	19.363652499999997	19.500016249999998	B4	71	64
129	19.500016249999998	19.63638	D5	74	64
130	19.63638	19.909107499999998	C#5	73	64
131	20.59092625	20.727289999999996	D4	62	64
132	20.727289999999996	20.863653749999997	F#4	66	64
133	20.863653749999997	21.0000175	A4	69	64
134	21.0000175	21.136381249999996	D5	74	64
135	21.136381249999996	21.272744999999997	C#5	73	64
136	21.272744999999997	21.5454725	B4	71	64
137	22.227291249999997	22.363654999999998	C#4	61	64
138	22.363654999999998	22.50001875	F4	65	64
139	22.50001875	22.636382499999996	G#4	68	64
140	22.636382499999996	22.772746249999997	C#5	73	64
141	22.772746249999997	22.90911	B4	71	64
142	22.90911	23.181837499999997	A4	69	64
143	23.86365625	24.000019999999996	B3	59	64
144	24.000019999999996	24.136383749999997	D4	62	64
145	24.136383749999997	24.272747499999998	F#4	66	64
146	24.272747499999998	24.40911125	B4	71	64
147	24.40911125	24.545474999999996	A4	69	64
148	24.545474999999996	24.681838749999997	G#4	68	64
149	24.681838749999997	24.818202499999998	F#4	66	64
150	24.818202499999998	24.954566249999996	B4	71	64
151	24.954566249999996	25.090929999999997	A4	69	64
152	25.090929999999997	25.227293749999998	G#4	68	64
153	25.227293749999998	25.3636575	F#4	66	64
154	25.3636575	25.500021249999996	F4	65	64
155	25.500021249999996	25.636384999999997	G#4	68	64
156	25.636384999999997	25.772748749999998	C#5	73	64
157	25.772748749999998	25.909112499999996	B4	71	64
158	25.909112499999996	26.045476249999997	A4	69	64
159	26.045476249999997	26.181839999999998	G#4	68	64
160	26.181839999999998	26.454567499999996	F#4	66	64
161	26.454567499999996	26.727294999999998	F#5	78	64
162	26.727294999999998	27.000022499999996	F#4	66	64
163	27.000022499999996	27.272749999999995	F#4	66	64
164	27.272749999999995	27.545477499999997	C#4	61	64
165	27.545477499999997	27.818204999999995	F#4	66	64
166	27.818204999999995	27.90911416666666	G#4	68	64
167	27.90911416666666	28.00002333333333	F#4	66	64
168	28.00002333333333	28.100023416666662	G#4	68	56
169	28.090932499999997	28.19093258333333	A4	69	56
170	28.181841666666664	28.281841749999998	G#4	68	57
171	28.27275083333333	28.372750916666664	A4	69	57
172	28.363659999999996	28.46366008333333	G#4	68	58
173	28.454569166666662	28.554569249999997	A4	69	58
174	28.545478333333328	28.645478416666663	G#4	68	59
175	28.636387499999998	28.73638758333333	A4	69	59
176	28.727296666666664	28.827296749999995	G#4	68	60
177	28.81820583333333	28.918205916666665	A4	69	60
178	28.909114999999996	29.00911508333333	G#4	68	61
179	29.000024166666662	29.100024249999997	A4	69	61
180	29.09093333333333	29.190933416666663	G#4	68	62
181	29.181842499999995	29.28184258333333	A4	69	62
182	29.272751666666665	29.372751749999995	G#4	68	63
183	29.36366083333333	29.46366091666666	A4	69	63
184	29.454569999999997	29.590933749999998	G#4	68	64
185	29.590933749999998	29.727297499999995	F#4	66	64
186	29.727297499999995	29.863661249999996	F4	65	64
187	29.863661249999996	30.000024999999997	F#4	66	64
188	30.000024999999997	30.136388749999995	G#4	68	64
189	30.136388749999995	30.272752499999996	A4	69	64
190	30.272752499999996	30.409116249999997	B4	71	64
191	30.409116249999997	30.545479999999998	A4	69	64
192	30.545479999999998	30.681843749999995	B4	71	64
193	30.681843749999995	30.818207499999996	D5	74	64
194	30.818207499999996	30.954571249999997	C#5	73	64
195	30.954571249999997	31.090934999999995	B4	71	64
196	31.090934999999995	31.227298749999996	A4	69	64
197	31.227298749999996	31.363662499999997	F#4	66	64
198	31.363662499999997	31.500026249999998	A4	69	64
199	31.500026249999998	31.636389999999995	C#5	73	64
200	31.636389999999995	31.772753749999996	F#5	78	64
201	31.772753749999996	31.909117499999997	D#5	75	64
202	31.909117499999997	32.045481249999995	C5	72	64
203	32.045481249999995	32.181844999999996	G#4	68	64
204	32.181844999999996	32.31820875	C5	72	64
205	32.31820875	32.4545725	D#5	75	64
206	32.4545725	32.59093625	F#5	78	64
207	32.59093625	32.72729999999999	D#5	75	64
208	32.72729999999999	32.86366374999999	E5	76	64
209	32.86366374999999	33.000027499999995	F#5	78	64
210	33.000027499999995	33.136391249999996	E5	76	64
211	33.136391249999996	33.272755	D#5	75	64
212	33.272755	33.40911875	C#5	73	64
213	33.40911875	33.5454825	B4	71	64
214	33.5454825	33.68184624999999	A4	69	64
215	33.68184624999999	33.81820999999999	B4	71	64
216	33.81820999999999	33.954573749999994	C#5	73	64
217	33.954573749999994	34.090937499999995	B4	71	64
218	34.090937499999995	34.22730125	A4	69	64
219	34.22730125	34.363665	G#4	68	64
220	34.363665	34.50002875	F#4	66	64
221	34.50002875	34.63639249999999	A4	69	64
222	34.63639249999999	34.77275624999999	C#5	73	64
223	34.77275624999999	34.909119999999994	A4	69	64
224	34.909119999999994	35.045483749999995	F#4	66	64
225	35.045483749999995	35.181847499999996	A4	69	64
226	35.181847499999996	35.31821125	D#4	63	64
227	35.31821125	35.454575	F#4	66	64
228	35.454575	35.59093874999999	A4	69	64
229	35.59093874999999	35.72730249999999	F#4	66	64
230	35.72730249999999	35.863666249999994	D#4	63	64
231	35.863666249999994	36.000029999999995	F#4	66	64
232	36.000029999999995	36.2727575	C4	60	64
233	36.2727575	36.54548499999999	D#4	63	64
234	36.54548499999999	36.818212499999994	F#4	66	64
235	36.818212499999994	37.090939999999996	A4	69	64
236	37.090939999999996	37.3636675	G#4	68	64
237	37.3636675	37.63639499999999	C5	72	64
238	37.63639499999999	37.772758749999994	C#5	73	64
239	37.772758749999994	37.909122499999995	E5	76	64
240	37.909122499999995	38.045486249999996	G#5	80	64
241	38.045486249999996	38.18185	E5	76	64
242	38.18185	38.31821375	C#5	73	64
243	38.31821375	38.45457749999999	E5	76	64
244	38.45457749999999	38.59094124999999	G#5	80	64
245	38.59094124999999	38.727304999999994	E5	76	64
246	38.727304999999994	38.863668749999995	C#5	73	64
247	38.863668749999995	39.000032499999996	E5	76	64
248	39.000032499999996	39.13639625	G#5	80	64
249	39.13639625	39.27276	E5	76	64
250	39.27276	39.40912374999999	C#5	73	64
251	39.40912374999999	39.54548749999999	E5	76	64
252	39.54548749999999	39.681851249999994	F#5	78	64
253	39.681851249999994	39.818214999999995	E5	76	64
254	39.818214999999995	39.954578749999996	C#5	73	64
255	39.954578749999996	40.0909425	E5	76	64
256	40.0909425	40.22730625	F#5	78	64
257	40.22730625	40.36366999999999	E5	76	64
258	40.36366999999999	40.50003374999999	C#5	73	64
259	40.50003374999999	40.636397499999994	E5	76	64
260	40.636397499999994	40.772761249999995	F#5	78	64
261	40.772761249999995	40.909124999999996	A#4	70	64
262	40.909124999999996	41.04548875	B4	71	64
263	41.04548875	41.1818525	D5	74	64
264	41.1818525	41.31821624999999	F#5	78	64
265	41.31821624999999	41.45457999999999	D5	74	64
266	41.45457999999999	41.590943749999994	B4	71	64
267	41.590943749999994	41.727307499999995	D5	74	64
268	41.727307499999995	41.863671249999996	F#5	78	64
269	41.863671249999996	42.000035	D5	74	64
270	42.000035	42.13639875	B4	71	64
271	42.13639875	42.27276249999999	D5	74	64
272	42.27276249999999	42.40912624999999	F#5	78	64
273	42.40912624999999	42.545489999999994	D5	74	64
274	42.545489999999994	42.681853749999995	B4	71	64
275	42.681853749999995	42.818217499999996	D5	74	64
276	42.818217499999996	42.95458125	E5	76	64
277	42.95458125	43.090945	D5	74	64
278	43.090945	43.22730874999999	B4	71	64
279	43.22730874999999	43.36367249999999	D5	74	64
280	43.36367249999999	43.500036249999994	E5	76	64
281	43.500036249999994	43.636399999999995	D5	74	64
282	43.636399999999995	43.772763749999996	B4	71	64
283	43.772763749999996	43.9091275	D5	74	64
284	43.9091275	44.04549125	E5	76	64
285	44.04549125	44.18185499999999	G#4	68	64
286	44.18185499999999	44.25003687499999	A4	69	64
287	44.25003687499999	44.31821874999999	G#4	68	56
288	44.31821874999999	44.70458270833333	A4	69	64
289	44.727309999999996	45.0000375	A4	69	64
290	45.0000375	45.06821937499999	A4	69	64
291	45.06821937499999	45.13640124999999	G#4	68	56
292	45.13640124999999	45.522765208333325	A4	69	64
293	45.545492499999995	45.81822	A4	69	64
294	45.81822	45.95458375	A4	69	64
295	45.95458375	46.09094749999999	D#5	75	64
296	46.09094749999999	46.22731124999999	B4	71	64
297	46.22731124999999	46.36367499999999	A4	69	64
298	46.36367499999999	46.500038749999995	F#4	66	64
299	46.500038749999995	46.636402499999996	A4	69	64
300	46.636402499999996	46.77276625	B4	71	64
301	46.77276625	46.90913	D#5	75	64
302	46.90913	47.04549374999999	B4	71	64
303	47.04549374999999	47.18185749999999	A4	69	64
304	47.18185749999999	47.31822124999999	F#4	66	64
305	47.31822124999999	47.454584999999994	A4	69	64
306	47.454584999999994	47.522766874999995	G4	67	64
307	47.522766874999995	47.590948749999995	F#4	66	56
308	47.590948749999995	47.97731270833333	G4	67	64
309	48.00003999999999	48.27276749999999	G4	67	64
310	48.27276749999999	48.340949374999994	G4	67	64
311	48.340949374999994	48.409131249999994	F#4	66	56
312	48.409131249999994	48.79549520833333	G4	67	64
313	48.8182225	49.09094999999999	G4	67	64
314	49.09094999999999	49.22731374999999	G4	67	64
315	49.22731374999999	49.363677499999994	E5	76	64
316	49.363677499999994	49.500041249999995	C#5	73	64
317	49.500041249999995	49.636404999999996	G4	67	64
318	49.636404999999996	49.77276875	E4	64	64
319	49.77276875	49.90913249999999	G4	67	64
320	49.90913249999999	50.04549624999999	C#5	73	64
321	50.04549624999999	50.18185999999999	E5	76	64
322	50.18185999999999	50.318223749999994	C#5	73	64
323	50.318223749999994	50.454587499999995	G4	67	64
324	50.454587499999995	50.590951249999996	E4	64	64
325	50.590951249999996	50.727315	G4	67	64
326	50.727315	51.00004249999999	F#4	66	64
327	51.68186125	51.81822499999999	G#3	56	64
328	51.81822499999999	51.95458874999999	B3	59	64
329	51.95458874999999	52.09095249999999	D4	62	64
330	52.09095249999999	52.227316249999994	G#4	68	64
331	52.227316249999994	52.363679999999995	F#4	66	64
332	52.363679999999995	52.63640749999999	E4	64	64
333	53.318226249999995	53.454589999999996	F#3	54	64
334	53.454589999999996	53.59095374999999	A3	57	64
335	53.59095374999999	53.72731749999999	C#4	61	64
336	53.72731749999999	53.86368124999999	F#4	66	64
337	53.86368124999999	54.00004499999999	E4	64	64
338	54.00004499999999	54.272772499999995	D4	62	64
339	54.95459124999999	55.090954999999994	E3	52	64
340	55.090954999999994	55.227318749999995	G#3	56	64
341	55.227318749999995	55.363682499999996	B3	59	64
342	55.363682499999996	55.50004624999999	E4	64	64
343	55.50004624999999	55.63640999999999	D4	62	64
344	55.63640999999999	55.77277374999999	C#4	61	64
345	55.77277374999999	55.90913749999999	A3	57	64
346	55.90913749999999	56.045501249999994	C#4	61	64
347	56.045501249999994	56.181864999999995	E4	64	64
348	56.181864999999995	56.318228749999996	A4	69	64
349	56.318228749999996	56.45459249999999	E4	64	64
350	56.45459249999999	56.59095624999999	C#5	73	64
351	56.59095624999999	56.72731999999999	A4	69	64
352	56.72731999999999	56.86368374999999	C#5	73	64
353	56.86368374999999	57.000047499999994	E5	76	64
354	57.000047499999994	57.136411249999995	A5	81	64
355	57.136411249999995	57.272774999999996	C#5	73	64
356	57.272774999999996	57.40913874999999	D5	74	64
357	57.40913874999999	57.54550249999999	F#5	78	64
358	57.54550249999999	57.68186624999999	A5	81	64
359	57.68186624999999	57.81822999999999	F#5	78	64
360	57.81822999999999	57.954593749999994	D5	74	64
361	57.954593749999994	58.090957499999995	F#5	78	64
362	58.090957499999995	58.227321249999996	B4	71	64
